desc,n_nodes,label,pred,conv3_feats,avg_desc_act,Cluster,acc,kmeansbitter,ClusterName,Imp
FALPQYLK,8,1,0,"[[-5.46838529e-02 -4.30357009e-02 -1.72715914e-03 -1.08827502e-01
  -1.32871326e-02  1.83222696e-01  5.63129149e-02 -4.73655537e-02
   1.45211175e-01  2.41143070e-02  5.74560948e-02  8.03405121e-02
   1.01337515e-01 -3.41320597e-02 -4.84282188e-02  8.27964544e-02]
 [-5.35708591e-02 -4.27329428e-02 -1.68046902e-03 -1.09431796e-01
  -1.22168669e-02  1.84138775e-01  5.45353144e-02 -4.88171056e-02
   1.45640016e-01  2.21122708e-02  5.90403564e-02  7.89477378e-02
   1.00032359e-01 -3.45655829e-02 -4.66478243e-02  8.16364735e-02]
 [-2.44748536e-02 -3.48182321e-02 -4.59892792e-04 -1.25229284e-01
   1.57621261e-02  2.08086863e-01  8.06515291e-03 -8.67636949e-02
   1.56850815e-01 -3.02251354e-02  1.00456238e-01  4.25376371e-02
   6.59127980e-02 -4.58987541e-02 -1.04609877e-04  5.13120778e-02]
 [-2.39012241e-02 -3.46621946e-02 -4.35829163e-04 -1.25540733e-01
   1.63137335e-02  2.08559006e-01  7.14899227e-03 -8.75118077e-02
   1.57071829e-01 -3.12569700e-02  1.01272747e-01  4.18198109e-02
   6.52401298e-02 -4.61221896e-02  8.12992454e-04  5.07142320e-02]
 [-2.18885653e-02 -3.41147110e-02 -3.51398019e-04 -1.26633495e-01
   1.82491262e-02  2.10215569e-01  3.93450633e-03 -9.01366919e-02
   1.57847315e-01 -3.48773152e-02  1.04137614e-01  3.93012129e-02
   6.28799796e-02 -4.69061397e-02  4.03252989e-03  4.86165993e-02]
 [-5.09845689e-02 -4.20294181e-02 -1.57197425e-03 -1.10836007e-01
  -9.72986501e-03  1.86267465e-01  5.04046679e-02 -5.21901064e-02
   1.46636516e-01  1.74600929e-02  6.27217367e-02  7.57113099e-02
   9.69995335e-02 -3.55729684e-02 -4.25106846e-02  7.89409876e-02]
 [-1.38645247e-02 -3.19320075e-02 -1.47902174e-05 -1.30990103e-01
   2.59651151e-02  2.16819927e-01 -8.88093188e-03 -1.00601524e-01
   1.60939008e-01 -4.93108146e-02  1.15559191e-01  2.92601138e-02
   5.34705594e-02 -5.00315800e-02  1.68681182e-02  4.02538031e-02]
 [-8.51872563e-03 -3.04778405e-02  2.09465972e-04 -1.33892566e-01
   3.11056878e-02  2.21219897e-01 -1.74188800e-02 -1.07573435e-01
   1.62998766e-01 -5.89267500e-02  1.23168513e-01  2.25704946e-02
   4.72017825e-02 -5.21138161e-02  2.54194848e-02  3.46823111e-02]]","[0.02370653 0.02352624 0.01881308 0.01872016 0.01839413 0.02310729
 0.01709435 0.0162284 ]",1.0,0,4,Cluster-1,0.019948775
LI,2,1,0,"[[ 0.03474718 -0.01140388  0.04846856 -0.05051911 -0.00335758  0.03185984
   0.00042047 -0.10862719  0.03249832 -0.00718144 -0.01303801 -0.03515746
   0.03513943 -0.01051371  0.00904415 -0.00489989]
 [ 0.03474718 -0.01140388  0.04846856 -0.05051911 -0.00335758  0.03185984
   0.00042047 -0.10862719  0.03249832 -0.00718144 -0.01303801 -0.03515746
   0.03513943 -0.01051371  0.00904415 -0.00489989]]",[-0.00328252 -0.00328252],2.0,0,8,Cluster-2,-0.0032825205
VYPFPPG,7,1,1,"[[ 6.77548647e-02  2.70962715e-04  6.69950694e-02 -2.89983377e-02
   3.07273120e-04 -2.40059644e-02 -2.02086158e-02 -1.31237954e-01
  -9.10232961e-03 -1.87322386e-02 -3.90563421e-02 -7.77860805e-02
   1.07066855e-02 -1.79652870e-03  3.02563570e-02 -3.72673199e-02]
 [ 1.41063228e-01  6.16628528e-02  1.10756435e-01  1.66138113e-02
   1.20193623e-02 -1.26045898e-01 -9.56132263e-02 -1.91348016e-01
  -8.47905427e-02 -7.25359470e-02 -1.18175179e-01 -1.52050078e-01
  -5.57774380e-02  6.87986612e-03  6.16330840e-02 -1.20219782e-01]
 [ 2.51082033e-01  1.97376058e-01  1.79645479e-01  8.23827982e-02
   3.39867249e-02 -2.52106249e-01 -2.45137841e-01 -2.93715894e-01
  -1.77853450e-01 -1.87874869e-01 -2.63129771e-01 -2.38419950e-01
  -1.70571506e-01  6.77207485e-03  8.93869549e-02 -2.58310705e-01]
 [ 3.42069864e-01  3.36572409e-01  2.38606006e-01  1.35114521e-01
   5.48701063e-02 -3.39609683e-01 -3.91290903e-01 -3.85896683e-01
  -2.42119446e-01 -3.04662108e-01 -3.99227887e-01 -2.94332445e-01
  -2.74798393e-01 -1.43906102e-03  1.00378633e-01 -3.80927116e-01]
 [ 3.74318123e-01  4.11158025e-01  2.61365056e-01  1.52248561e-01
   6.48155734e-02 -3.54932964e-01 -4.64159489e-01 -4.25611854e-01
  -2.53002405e-01 -3.66098464e-01 -4.62654740e-01 -2.99614966e-01
  -3.20440382e-01 -1.19568165e-02  9.30706561e-02 -4.32264924e-01]
 [ 3.15600574e-01  3.78510356e-01  2.27532178e-01  1.14696860e-01
   5.70993870e-02 -2.62934268e-01 -4.17550802e-01 -3.82075608e-01
  -1.84594437e-01 -3.36121053e-01 -4.09224361e-01 -2.30620235e-01
  -2.72883266e-01 -2.38849446e-02  6.06068633e-02 -3.70979428e-01]
 [ 2.16883525e-01  2.77834892e-01  1.67275429e-01  5.43845594e-02
   3.95139754e-02 -1.36714891e-01 -3.00988227e-01 -2.96108633e-01
  -9.11539495e-02 -2.49376625e-01 -2.91851431e-01 -1.40979826e-01
  -1.77151233e-01 -3.01440880e-02  2.63436623e-02 -2.53657103e-01]]","[-0.01324378 -0.03787047 -0.07790551 -0.11291827 -0.12711006 -0.10855138
 -0.07411812]",4.0,1,6,Cluster-4,-0.078816794
LHLPLPL,7,0,0,"[[-0.09587689 -0.01792072 -0.05908994 -0.1868672  -0.04722866  0.37131286
  -0.00632362 -0.10016127  0.18221661 -0.03466746  0.30761763  0.20618993
   0.11899192  0.06485812 -0.1164699   0.25574848]
 [-0.07693616 -0.01943336 -0.04808621 -0.17872627 -0.03005556  0.3461656
  -0.01300764 -0.10531688  0.17981139 -0.04435397  0.27791306  0.16885337
   0.10240551  0.04225982 -0.08577742  0.21214901]
 [-0.02890528 -0.02334451 -0.02006701 -0.15787378  0.01348113  0.28193545
  -0.0296909  -0.1181698   0.1736024  -0.06864187  0.20194614  0.07401928
   0.06040844 -0.01521816 -0.00794139  0.10131755]
 [ 0.00056626 -0.02800654  0.00059058 -0.13882521  0.0398419   0.2286975
  -0.03192881 -0.11942194  0.16649924 -0.07526869  0.13610028  0.01120175
   0.03654823 -0.05565251  0.03995223  0.02521377]
 [ 0.01564113 -0.02390587  0.00122297 -0.14701     0.05433803  0.24110518
  -0.05600536 -0.13908237  0.17230764 -0.10238509  0.15755817 -0.00766261
   0.01887063 -0.06152431  0.06406662  0.00950247]
 [ 0.01794704 -0.02327861  0.0013197  -0.148262    0.05655542  0.24300313
  -0.05968821 -0.14208971  0.1731961  -0.10653293  0.16084047 -0.01054818
   0.01616658 -0.06242249  0.06775527  0.0070992 ]
 [ 0.01167354 -0.02498513  0.00105653 -0.14485583  0.05052275  0.23783958
  -0.04966859 -0.13390788  0.1707789  -0.09524825  0.15191062 -0.00269765
   0.02352323 -0.05997889  0.05771989  0.01363757]]","[0.05264562 0.04549152 0.0273036  0.01475675 0.01231483 0.0119413
 0.01295752]",1.0,1,3,Cluster-1,0.02534445
FI,2,1,1,"[[ 0.14943692  0.02916196  0.11284145  0.02425776  0.00937645 -0.1622536
  -0.07125811 -0.1871914  -0.11204888 -0.04731628 -0.1034423  -0.18327641
  -0.04975549  0.01977535  0.08274888 -0.11736499]
 [ 0.14943692  0.02916196  0.11284145  0.02425776  0.00937645 -0.1622536
  -0.07125811 -0.1871914  -0.11204888 -0.04731628 -0.1034423  -0.18327641
  -0.04975549  0.01977535  0.08274888 -0.11736499]]",[-0.03789429 -0.03789429],3.0,1,2,Cluster-3,-0.037894294
PGP,3,1,1,"[[ 0.18857262  0.27099842  0.1516194   0.03573036  0.03669068 -0.08682434
  -0.28594536 -0.2776015  -0.05397622 -0.2419914  -0.27144662 -0.10258829
  -0.15728995 -0.03857806  0.00674016 -0.22688675]
 [ 0.23733573  0.33757746  0.18262672  0.06448491  0.04707471 -0.13870366
  -0.3575813  -0.32476658 -0.09219635 -0.29821467 -0.33956078 -0.13716996
  -0.21038446 -0.04056229  0.01618953 -0.29009783]
 [ 0.18857262  0.27099842  0.1516194   0.03573036  0.03669068 -0.08682434
  -0.28594536 -0.2776015  -0.05397622 -0.2419914  -0.27144662 -0.10258829
  -0.15728995 -0.03857806  0.00674016 -0.22688675]]",[-0.06579855 -0.0839968  -0.06579855],4.0,1,6,Cluster-4,-0.071864635
LENLHLPLP,9,0,0,"[[ 0.15235445  0.0301939   0.114479    0.02615997  0.00970039 -0.16719152
  -0.07308149 -0.18918994 -0.11572592 -0.04833724 -0.10574205 -0.18704432
  -0.05191509  0.02054585  0.08462381 -0.12022592]
 [ 0.13650136  0.02458664  0.10558098  0.01582387  0.00794021 -0.14036001
  -0.06317365 -0.17833033 -0.09574576 -0.04278957 -0.09324582 -0.16657045
  -0.04018041  0.01635912  0.0744359  -0.10468031]
 [ 0.05161975 -0.00543604  0.05793877 -0.03951832 -0.00148422  0.00330287
  -0.01012452 -0.12018515  0.01123329 -0.01308587 -0.02633781 -0.05694797
   0.02265012 -0.00605774  0.01988721 -0.02144517]
 [-0.02366389 -0.02582033  0.00387927 -0.11080232 -0.00586665  0.17936474
   0.01046488 -0.08991129  0.12134048 -0.01565957  0.09619176  0.05377203
   0.07136397 -0.01330519 -0.02555208  0.07553145]
 [-0.0313145  -0.02970978 -0.00793915 -0.13310333  0.00560754  0.22876053
   0.00116127 -0.09364137  0.15482563 -0.03397386  0.13426624  0.06423355
   0.07076164 -0.02479545 -0.01660321  0.08214094]
 [-0.01240652 -0.02500783 -0.00995243 -0.14982677  0.02838618  0.25791743
  -0.0342908  -0.12164688  0.171004   -0.0758148   0.1731322   0.04078922
   0.04625219 -0.03569239  0.01881444  0.06210173]
 [ 0.01194153 -0.02491223  0.00106777 -0.14500132  0.05078046  0.23806015
  -0.0500966  -0.1342574   0.17088217 -0.09573032  0.15229209 -0.00303301
   0.02320898 -0.06008328  0.0581486   0.01335826]
 [ 0.03621587 -0.01830911  0.00208608 -0.15818094  0.07412289  0.25803965
  -0.08886594 -0.16591564  0.18023515 -0.13939458  0.18684469 -0.03340938
  -0.00525642 -0.06953837  0.09697886 -0.0119409 ]
 [ 0.02686911 -0.02085162  0.00169398 -0.15310617  0.06513496  0.25034663
  -0.07393792 -0.15372574  0.17663382 -0.12258181  0.17354032 -0.02171306
   0.00570408 -0.06589772  0.08202738 -0.00219955]]","[-0.03877476 -0.03399052 -0.00837442  0.01883295  0.02316729  0.02085994
  0.01291411  0.008982    0.01049604]",2.0,1,7,Cluster-2,0.0015680707
QAFT,4,0,0,"[[-0.04570244 -0.04059257 -0.00135039 -0.1137039  -0.00465052  0.19061504
   0.04196842 -0.05907898  0.14867175  0.0079587   0.07024042  0.06910138
   0.09080543 -0.03763041 -0.03406117  0.07343587]
 [-0.04735056 -0.0410409  -0.00141953 -0.11280906 -0.00623537  0.18925852
   0.04460068 -0.05692952  0.14803672  0.01092331  0.06789446  0.0711638
   0.0927381  -0.03698844 -0.03669757  0.07515357]
 [-0.05468385 -0.0430357  -0.00172716 -0.1088275  -0.01328713  0.1832227
   0.05631291 -0.04736555  0.14521118  0.02411431  0.05745609  0.08034051
   0.10133751 -0.03413206 -0.04842822  0.08279645]
 [-0.05468385 -0.0430357  -0.00172716 -0.1088275  -0.01328713  0.1832227
   0.05631291 -0.04736555  0.14521118  0.02411431  0.05745609  0.08034051
   0.10133751 -0.03413206 -0.04842822  0.08279645]]",[0.02225166 0.02251864 0.02370653 0.02370653],2.0,1,7,Cluster-2,0.023045842
IPP,3,0,0,"[[ 0.02500888 -0.01484832  0.04300266 -0.05686841 -0.00443883  0.048342
   0.00650669 -0.1019563   0.04477182 -0.00377359 -0.00536178 -0.02258069
   0.04234785 -0.01308556  0.00278589  0.00464952]
 [ 0.04025414  0.00650638  0.05273655 -0.04791183 -0.00113802  0.03245769
  -0.01633962 -0.11685244  0.03307682 -0.02177941 -0.02698148 -0.03308178
   0.02556252 -0.01386843  0.00550077 -0.01528108]
 [ 0.02158948  0.00349214  0.042525   -0.06030203 -0.00284895  0.06627692
  -0.00766784 -0.10506763  0.05829038 -0.01809556 -0.01442718 -0.00691191
   0.03814214 -0.0198785  -0.0080857   0.00190207]]",[-0.00034363 -0.0060712  -0.0006917 ],2.0,1,7,Cluster-2,-0.0023688443
GVV,3,1,1,"[[ 0.18060476  0.04018605  0.13033527  0.04457898  0.01283702 -0.21500547
  -0.09073733 -0.20854184 -0.15133072 -0.05822324 -0.12801038 -0.22352892
  -0.07282635  0.02800664  0.10277872 -0.14792827]
 [ 0.28068393  0.07558413  0.18650757  0.10982987  0.02394884 -0.38439035
  -0.15328464 -0.2770976  -0.2774638  -0.09324521 -0.2068979  -0.35277873
  -0.14690632  0.0544371   0.16709407 -0.24606618]
 [ 0.26915637  0.07150683  0.18003741  0.10231401  0.02266894 -0.3648799
  -0.14608017 -0.26920107 -0.26293522 -0.08921124 -0.19781129 -0.3378912
  -0.13837346  0.05139274  0.15968595 -0.23476225]]",[-0.04730032 -0.07750282 -0.07402398],3.0,1,2,Cluster-3,-0.0662757
GL,2,1,1,"[[ 0.19267593  0.04445563  0.13711056  0.05244929  0.01417729 -0.235436
  -0.09828155 -0.2168108  -0.1665444  -0.06244745 -0.13752548 -0.23911855
  -0.08176161  0.03119457  0.11053619 -0.15976529]
 [ 0.19267593  0.04445563  0.13711056  0.05244929  0.01417729 -0.235436
  -0.09828155 -0.2168108  -0.1665444  -0.06244745 -0.13752548 -0.23911855
  -0.08176161  0.03119457  0.11053619 -0.15976529]]",[-0.05094323 -0.05094323],3.0,1,2,Cluster-3,-0.050943233
VYPFGGGINH,10,1,1,"[[ 6.77548647e-02  2.70962715e-04  6.69950694e-02 -2.89983377e-02
   3.07273120e-04 -2.40059644e-02 -2.02086158e-02 -1.31237954e-01
  -9.10232961e-03 -1.87322386e-02 -3.90563421e-02 -7.77860805e-02
   1.07066855e-02 -1.79652870e-03  3.02563570e-02 -3.72673199e-02]
 [ 1.30957291e-01  5.12237698e-02  1.04578003e-01  1.04476437e-02
   1.02057308e-02 -1.13206908e-01 -8.35697204e-02 -1.82510316e-01
  -7.52872676e-02 -6.35503829e-02 -1.06079593e-01 -1.42949700e-01
  -4.59313765e-02  6.27906621e-03  5.81843145e-02 -1.08167782e-01]
 [ 2.09611908e-01  1.46709681e-01  1.53714716e-01  5.75619340e-02
   2.57556755e-02 -2.04285696e-01 -1.89184457e-01 -2.55266070e-01
  -1.42544314e-01 -1.44787490e-01 -2.08785161e-01 -2.05582559e-01
  -1.27469867e-01  6.66540489e-03  7.87085742e-02 -2.06411719e-01]
 [ 2.79739946e-01  2.28460297e-01  1.97275221e-01  9.97772217e-02
   3.92789915e-02 -2.87593842e-01 -2.80526459e-01 -3.19190681e-01
  -2.04104438e-01 -2.14531779e-01 -2.98321158e-01 -2.63373554e-01
  -1.99003041e-01  8.02941620e-03  9.85094011e-02 -2.92949498e-01]
 [ 2.93925464e-01  2.41810128e-01  2.05851674e-01  1.08512849e-01
   4.16934565e-02 -3.06425571e-01 -2.96344280e-01 -3.31232429e-01
  -2.18057945e-01 -2.26110101e-01 -3.14515442e-01 -2.76897788e-01
  -2.12374657e-01  9.26541165e-03  1.03928640e-01 -3.09459984e-01]
 [ 2.29235396e-01  1.51263490e-01  1.64552942e-01  7.05033541e-02
   2.76939962e-02 -2.38981858e-01 -1.99457049e-01 -2.68042564e-01
  -1.68400869e-01 -1.49759769e-01 -2.22817436e-01 -2.32299775e-01
  -1.41172886e-01  1.25670433e-02  9.23786163e-02 -2.24909723e-01]
 [ 1.22937575e-01  5.67195639e-02  1.00691132e-01  4.70560789e-03
   1.01547353e-02 -9.44560319e-02 -8.55097324e-02 -1.79341108e-01
  -6.12548143e-02 -6.73581064e-02 -1.04770601e-01 -1.27796412e-01
  -4.28663716e-02  1.65075436e-03  4.93334942e-02 -1.02903739e-01]
 [ 3.90651189e-02 -9.87662375e-03  5.08921221e-02 -4.77038436e-02
  -2.87815835e-03  2.45516896e-02 -2.27814913e-03 -1.11585028e-01
   2.70562917e-02 -8.69246572e-03 -1.64416246e-02 -4.07339707e-02
   3.19432318e-02 -9.37336497e-03  1.18190460e-02 -9.13406163e-03]
 [-2.08965018e-02 -2.37872936e-02  1.25909774e-02 -9.25708860e-02
  -1.71478875e-02  1.40081659e-01  2.21741162e-02 -8.32084417e-02
   9.53654423e-02  3.30731459e-03  6.34103790e-02  4.95339856e-02
   7.52513483e-02 -3.80827859e-03 -3.67984623e-02  7.34497830e-02]
 [-3.95039767e-02 -2.87286267e-02  1.10284332e-03 -1.06000170e-01
  -2.09246762e-02  1.74731374e-01  3.08766551e-02 -7.33158514e-02
   1.17184855e-01  7.79990293e-03  8.54015425e-02  7.64483288e-02
   8.87829661e-02 -3.91273759e-03 -5.10226674e-02  9.70419496e-02]]","[-0.01324378 -0.03433608 -0.06284934 -0.08803275 -0.09290192 -0.06860294
 -0.032504   -0.00458561  0.0160592   0.02224761]",3.0,1,2,Cluster-3,-0.035874963
AIYK,4,0,0,"[[-1.64709389e-02 -3.26410048e-02 -1.24129117e-04 -1.29574955e-01
   2.34587658e-02  2.14674652e-01 -4.71815467e-03 -9.72022787e-02
   1.59934744e-01 -4.46224473e-02  1.11849174e-01  3.25217173e-02
   5.65269776e-02 -4.90163565e-02  1.26987882e-02  4.29702550e-02]
 [ 2.20720656e-02 -2.21565180e-02  1.49274850e-03 -1.50501639e-01
   6.05220795e-02  2.46398315e-01 -6.62764162e-02 -1.47469506e-01
   1.74785495e-01 -1.13952965e-01  1.66712105e-01 -1.57101452e-02
   1.13293603e-02 -6.40292242e-02  7.43538141e-02  2.80002505e-03]
 [ 7.98627585e-02 -6.43626601e-03  3.91706498e-03 -1.81878731e-01
   1.16094150e-01  2.93964177e-01 -1.58575743e-01 -2.22839266e-01
   1.97052449e-01 -2.17905879e-01  2.48972595e-01 -8.80281255e-02
  -5.64391389e-02 -8.65392461e-02  1.66798279e-01 -5.74304909e-02]
 [ 8.27610791e-02 -5.64786792e-03  4.03864961e-03 -1.83452368e-01
   1.18881188e-01  2.96349704e-01 -1.63204744e-01 -2.26619214e-01
   1.98169187e-01 -2.23119318e-01  2.53098130e-01 -9.16550085e-02
  -5.98378554e-02 -8.76681656e-02  1.71434537e-01 -6.04511648e-02]]",[0.01751655 0.0112731  0.00191179 0.0014423 ],1.0,1,3,Cluster-1,0.008035933
RPPFIV,6,1,1,"[[ 0.19923683  0.31734896  0.16074467  0.04006065  0.04216427 -0.0784169
  -0.32813597 -0.29678446 -0.04736002 -0.27952182 -0.30546692 -0.09185307
  -0.17985612 -0.04858956 -0.00529831 -0.25063068]
 [ 0.26552668  0.3599972   0.19936763  0.08209842  0.05145887 -0.17868201
  -0.38558656 -0.34755048 -0.12186243 -0.31796145 -0.36927107 -0.16641262
  -0.2355415  -0.03686763  0.02878296 -0.3216265 ]
 [ 0.27522066  0.2560901   0.19689387  0.09503034  0.04172178 -0.26178354
  -0.30208874 -0.32424846 -0.18464066 -0.23615146 -0.31234178 -0.24071354
  -0.2057297  -0.00196986  0.08263677 -0.29763848]
 [ 0.2536495   0.13487452  0.17641081  0.08796257  0.02788367 -0.29585207
  -0.19383624 -0.2777858  -0.21095844 -0.13843927 -0.22700794 -0.2782337
  -0.15062132  0.02655389  0.11917126 -0.24104148]
 [ 0.23871358  0.06073917  0.16295052  0.08246553  0.01928887 -0.31335515
  -0.12705407 -0.24834728 -0.22456716 -0.078558   -0.17381473 -0.29857504
  -0.11583931  0.04335292  0.14012204 -0.20490995]
 [ 0.18859856  0.04301346  0.13482203  0.04979087  0.01372458 -0.22853501
  -0.09573328 -0.21401772 -0.16140558 -0.06102061 -0.13431151 -0.23385271
  -0.07874348  0.03011776  0.10791589 -0.15576701]]",[-0.07202241 -0.09338316 -0.08873204 -0.07420438 -0.06483676 -0.04971273],4.0,1,6,Cluster-4,-0.07381525
RGPPGGGFF,9,1,1,"[[ 2.08194748e-01  2.70398974e-01  1.62076890e-01  4.89882529e-02
   3.81097421e-02 -1.24719933e-01 -2.91917861e-01 -2.88939655e-01
  -8.22582692e-02 -2.42872953e-01 -2.82377988e-01 -1.32269621e-01
  -1.69216335e-01 -3.11243758e-02  2.26955749e-02 -2.43775487e-01]
 [ 2.55696297e-01  3.36938858e-01  1.92406163e-01  7.68952221e-02
   4.83947098e-02 -1.74211100e-01 -3.63104999e-01 -3.35354090e-01
  -1.18696675e-01 -2.98977911e-01 -3.49742621e-01 -1.64987713e-01
  -2.21517324e-01 -3.35644260e-02  3.11535932e-02 -3.05876493e-01]
 [ 2.39318654e-01  3.23293626e-01  1.82634696e-01  6.67007864e-02
   4.57852110e-02 -1.51370957e-01 -3.46317589e-01 -3.21944594e-01
  -1.01754263e-01 -2.87013441e-01 -3.32109064e-01 -1.48356169e-01
  -2.06688434e-01 -3.55239473e-02  2.41126381e-02 -2.87366152e-01]
 [ 2.37888142e-01  2.95171618e-01  1.79795429e-01  6.74691647e-02
   4.28442359e-02 -1.66109398e-01 -3.22381943e-01 -3.13260913e-01
  -1.12959906e-01 -2.64591455e-01 -3.14368397e-01 -1.62404209e-01
  -1.96113199e-01 -2.75817066e-02  3.54463495e-02 -2.77345896e-01]
 [ 2.56490976e-01  2.63132095e-01  1.87389076e-01  8.19768906e-02
   4.10190523e-02 -2.21591488e-01 -3.01786005e-01 -3.15230846e-01
  -1.54597327e-01 -2.40445644e-01 -3.05799663e-01 -2.08658218e-01
  -1.96575254e-01 -1.10337175e-02  6.45364523e-02 -2.83536792e-01]
 [ 2.86832273e-01  2.43543431e-01  2.02183217e-01  1.03626847e-01
   4.13332656e-02 -2.91784346e-01 -2.95450658e-01 -3.27556849e-01
  -2.07119867e-01 -2.26995289e-01 -3.11476201e-01 -2.65295357e-01
  -2.08586037e-01  6.11407310e-03  9.74880308e-02 -3.03828120e-01]
 [ 3.01890910e-01  2.56976187e-01  2.11233050e-01  1.12945616e-01
   4.38219085e-02 -3.12234104e-01 -3.11625659e-01 -3.40133667e-01
  -2.22280189e-01 -2.38699824e-01 -3.28222841e-01 -2.80077159e-01
  -2.22526103e-01  7.64869526e-03  1.03568569e-01 -3.21124256e-01]
 [ 3.02677393e-01  2.83060431e-01  2.13577390e-01  1.11868829e-01
   4.65090275e-02 -2.97530293e-01 -3.33648622e-01 -3.47871274e-01
  -2.11115435e-01 -2.59459704e-01 -3.44367057e-01 -2.66239166e-01
  -2.32000887e-01  8.16658139e-05  9.26240534e-02 -3.29948217e-01]
 [ 2.34572425e-01  2.41424784e-01  1.74057662e-01  6.85457289e-02
   3.71795818e-02 -1.93165019e-01 -2.76444197e-01 -2.96323448e-01
  -1.33546010e-01 -2.21698299e-01 -2.80127525e-01 -1.88383102e-01
  -1.75542086e-01 -1.26181133e-02  5.66421933e-02 -2.57688820e-01]]","[-0.07118803 -0.08903428 -0.08353744 -0.08115638 -0.0840444  -0.09106073
 -0.09617743 -0.09823637 -0.07644464]",4.0,1,6,Cluster-4,-0.08565329
GGRGPPFIV,9,1,1,"[[ 0.23814358  0.19601162  0.1726202   0.07374915  0.03287374 -0.22821201
  -0.23973143 -0.28574884 -0.16003369 -0.18589672 -0.25486317 -0.21986148
  -0.16210106  0.00238741  0.07964702 -0.24662542]
 [ 0.28944546  0.26968646  0.20550951  0.1037772   0.04416404 -0.28053713
  -0.31812525 -0.33638197 -0.19853403 -0.2479282  -0.328707   -0.25415453
  -0.2192106  -0.00079359  0.08797801 -0.31426007]
 [ 0.26531047  0.2938919   0.19437739  0.08602458  0.04478288 -0.21934386
  -0.33035988 -0.32898286 -0.15269281 -0.26547265 -0.32937935 -0.20413888
  -0.21262825 -0.01703188  0.05794045 -0.30081028]
 [ 0.2638478   0.32945162  0.19621672  0.08284873  0.04825502 -0.1944514
  -0.35954684 -0.33804506 -0.13385527 -0.29359847 -0.34992948 -0.18148434
  -0.22397757 -0.02828729  0.0409934  -0.3106338 ]
 [ 0.27109307  0.31139934  0.19876322  0.08884239  0.04698263 -0.21952344
  -0.34687477 -0.3372574  -0.1526974  -0.27976993 -0.3432391  -0.20270717
  -0.22223681 -0.02016307  0.05479621 -0.31130567]
 [ 0.27126646  0.22893648  0.19277534  0.09403865  0.03868809 -0.27109426
  -0.27812862 -0.31435513 -0.19178896 -0.2143236  -0.29373133 -0.25043112
  -0.19392774  0.00474521  0.09152292 -0.28572416]
 [ 0.25304633  0.12558304  0.17540285  0.08812848  0.02690213 -0.30047202
  -0.18588483 -0.27484018 -0.21447448 -0.13102204 -0.22107129 -0.28267998
  -0.14704657  0.02912961  0.12281154 -0.2376172 ]
 [ 0.23871358  0.06073917  0.16295052  0.08246553  0.01928887 -0.31335515
  -0.12705407 -0.24834728 -0.22456716 -0.078558   -0.17381473 -0.29857504
  -0.11583931  0.04335292  0.14012204 -0.20490995]
 [ 0.18859856  0.04301346  0.13482203  0.04979087  0.01372458 -0.22853501
  -0.09573328 -0.21401772 -0.16140558 -0.06102061 -0.13431151 -0.23385271
  -0.07874348  0.03011776  0.10791589 -0.15576701]]","[-0.07422757 -0.09362948 -0.08865707 -0.09076227 -0.09149361 -0.08572073
 -0.07338154 -0.06483676 -0.04971273]",4.0,1,6,Cluster-4,-0.07915798
